Latitude,Longitude,Primary Type,Hour,Month
41.902370457,-87.76565911,THEFT,17,11
41.79632862,-87.699414433,ROBBERY,22,11
41.880966228,-87.706719713,ROBBERY,20,11
41.893179585,-87.634686145,ROBBERY,3,11
41.779053457,-87.661766501,ROBBERY,2,11
41.889203826,-87.631640804,THEFT,15,11
41.6796504,-87.620560552,ROBBERY,5,11
41.91341119,-87.761920347,ROBBERY,2,11
41.875229772,-87.686253982,THEFT,2,11
41.795413511,-87.663407359,ROBBERY,2,11
41.831101673,-87.617716013,ROBBERY,23,11
41.765162688,-87.624896894,ROBBERY,14,11
41.885741029,-87.631711749,THEFT,15,11
41.776654218,-87.688463016,ROBBERY,23,11
41.911993311,-87.764310023,ROBBERY,21,11
41.97081791,-87.671074667,ROBBERY,17,11
41.830109681,-87.610058377,ROBBERY,22,11
41.925076902,-87.673855622,THEFT,16,11
41.906725537,-87.716695235,ROBBERY,18,11
41.799028507,-87.589078086,ROBBERY,20,11
41.962214694,-87.667729631,ROBBERY,16,11
41.867428687,-87.626342565,THEFT,14,11
41.747393001,-87.585438607,ROBBERY,14,11
41.879845704,-87.629356347,ROBBERY,7,11
41.880717301,-87.72628358,ROBBERY,13,11
41.866629131,-87.730084529,ROBBERY,11,11
41.745354023,-87.603798903,ROBBERY,9,11
41.966464417,-87.658150815,ROBBERY,10,11
41.884414928,-87.74817614,ROBBERY,7,11
41.866111947,-87.72932209,ROBBERY,1,11
41.737283017,-87.622627631,ROBBERY,6,11
41.984109031,-87.660855375,ROBBERY,1,11
41.885728393,-87.63413935,ROBBERY,10,10
41.8744162,-87.638591667,ROBBERY,18,10
41.736345248,-87.623198545,ROBBERY,13,7
41.752190867,-87.662468031,ROBBERY,11,7
41.873458738,-87.723172564,ROBBERY,18,11
41.889522701,-87.617060659,THEFT,17,11
41.78337588,-87.645559181,ROBBERY,15,11
41.757746672,-87.62474756,ROBBERY,12,11
41.872062856,-87.745450639,ROBBERY,17,11
41.865397377,-87.640660777,ROBBERY,13,11
41.997615796,-87.69643473,ROBBERY,14,11
41.937992937,-87.807051947,THEFT,10,11
41.873403192,-87.710777396,ROBBERY,16,11
41.738642597,-87.64124783,ROBBERY,12,11
41.76393165,-87.702801419,ROBBERY,14,11
41.853571798,-87.619058616,ROBBERY,12,11
41.831050285,-87.622699469,ROBBERY,6,11
41.886028822,-87.755274922,ROBBERY,17,11
41.900254028,-87.69056357,ROBBERY,23,11
41.923592987,-87.651426549,ROBBERY,23,11
41.909152038,-87.652675042,ROBBERY,2,11
41.705362046,-87.606975803,ROBBERY,20,11
41.937003452,-87.656436547,ROBBERY,22,11
41.888165132,-87.622937212,THEFT,22,11
41.880129791,-87.772094898,ROBBERY,21,11
41.88609959,-87.766721284,ROBBERY,20,11
41.918646522,-87.64613311,ROBBERY,16,11
41.958902502,-87.786783523,ROBBERY,15,11
41.918205415,-87.74615533,ROBBERY,17,11
41.780725757,-87.640678174,ROBBERY,16,11
41.878456541,-87.756187731,THEFT,14,11
41.841471897,-87.629204627,ROBBERY,16,11
41.830510293,-87.623244822,ROBBERY,10,11
41.92448075,-87.72700804,ROBBERY,15,11
41.876044101,-87.736278556,ROBBERY,7,11
41.90352381,-87.66674162,THEFT,18,11
41.925398601,-87.652337017,THEFT,8,11
41.78021834,-87.703169855,ROBBERY,7,11
41.935283947,-87.709944405,ROBBERY,6,11
41.775248278,-87.647101465,ROBBERY,0,11
41.93991842,-87.653288878,ROBBERY,2,11
41.936077488,-87.748093695,ROBBERY,2,11
41.916875814,-87.75507379,ROBBERY,0,11
41.830619057,-87.626641352,ROBBERY,0,11
41.890666356,-87.628032904,ROBBERY,3,9
41.816668232,-87.614864913,THEFT,19,11
41.797218365,-87.664668469,ROBBERY,15,11
41.896907719,-87.626851299,ROBBERY,0,10
41.65685141,-87.607565057,ROBBERY,3,10
41.789969105,-87.662041276,THEFT,20,10
41.764467778,-87.649250698,ROBBERY,15,10
41.882096173,-87.685332755,ROBBERY,20,10
41.94414593,-87.704072427,ROBBERY,13,10
41.760742905,-87.704328071,ROBBERY,20,10
41.698074416,-87.657106103,ROBBERY,9,10
41.80062644,-87.590467932,ROBBERY,21,10
41.77948038,-87.66391419,ROBBERY,8,11
41.749899475,-87.663426378,ROBBERY,7,11
41.980781089,-87.699081408,ROBBERY,8,10
41.701250956,-87.607395583,ROBBERY,14,10
41.909394597,-87.764325755,ROBBERY,18,10
41.756426626,-87.71913298,ROBBERY,14,10
41.773184708,-87.693241558,ROBBERY,15,10
41.771146186,-87.722570475,ROBBERY,0,10
41.766477148,-87.578769217,ROBBERY,12,10
41.893179585,-87.634686145,THEFT,4,10
41.895892036,-87.753176856,ROBBERY,4,9
41.896888586,-87.628203192,THEFT,20,9
41.939100165,-87.638088468,ROBBERY,21,7
41.855772656,-87.630171016,ROBBERY,8,10
41.880486258,-87.725665179,ROBBERY,9,10
41.735168068,-87.703214727,ROBBERY,11,10
41.889056178,-87.657350631,ROBBERY,10,10
41.884735389,-87.754008599,ROBBERY,6,10
41.896888586,-87.628203192,THEFT,8,10
41.823925963,-87.609482256,ROBBERY,6,10
41.811277012,-87.596866854,ROBBERY,2,10
41.819748921,-87.616881245,ROBBERY,0,10
41.893578417,-87.625426193,ROBBERY,0,10
41.885481891,-87.627935689,THEFT,16,10
41.799492391,-87.593341663,ROBBERY,19,10
41.794511404,-87.606215806,ROBBERY,23,10
41.79653075,-87.594960011,ROBBERY,22,10
41.872593634,-87.720985136,ROBBERY,23,10
41.88113937,-87.769790965,ROBBERY,23,10
41.940536772,-87.649283303,ROBBERY,1,10
41.723048035,-87.62748798,ROBBERY,16,10
41.802372665,-87.596139943,ROBBERY,21,10
41.678789423,-87.656546624,ROBBERY,20,10
41.785852138,-87.607351335,ROBBERY,10,10
41.858500235,-87.734727482,ROBBERY,20,10
41.918318778,-87.647312396,ROBBERY,20,10
41.788785842,-87.590193962,ROBBERY,20,10
41.883448736,-87.755176994,ROBBERY,20,10
41.890013524,-87.631664996,THEFT,23,10
41.9646299,-87.656982534,THEFT,12,10
41.910723346,-87.677471499,THEFT,13,10
41.909588641,-87.748868409,ROBBERY,20,10
41.676138805,-87.628311906,ROBBERY,19,10
41.892806616,-87.659525795,ROBBERY,20,10
41.889244943,-87.628496599,THEFT,23,10
41.925398449,-87.652311296,ROBBERY,14,10
41.692378887,-87.621046145,ROBBERY,22,10
41.745805173,-87.60440209,ROBBERY,3,10
41.744519404,-87.555629532,ROBBERY,2,10
41.764981554,-87.624895221,ROBBERY,19,10
41.807498147,-87.703958952,ROBBERY,13,10
42.001064985,-87.661254473,ROBBERY,15,10
41.893432134,-87.661370339,ROBBERY,16,9
41.918334244,-87.726595918,ROBBERY,8,5
41.925270176,-87.65987515,THEFT,23,10
41.980781089,-87.699081408,ROBBERY,16,10
41.755554244,-87.653867946,ROBBERY,21,10
41.754787799,-87.576054836,ROBBERY,0,10
41.752310296,-87.654301622,THEFT,16,10
41.904370109,-87.631460067,THEFT,2,10
41.880743528,-87.724498676,ROBBERY,13,10
41.905732444,-87.638424902,ROBBERY,21,10
41.853375544,-87.733453865,ROBBERY,20,10
41.873774403,-87.629187985,ROBBERY,19,10
41.95177929,-87.65567366,ROBBERY,19,10
41.863032885,-87.650921359,ROBBERY,17,10
41.884512384,-87.619812122,THEFT,16,10
41.901367155,-87.718950781,ROBBERY,6,10
41.998567242,-87.692349025,ROBBERY,15,10
41.799647045,-87.723345153,ROBBERY,18,10
41.878513549,-87.723153858,ROBBERY,17,10
41.908370832,-87.752237295,ROBBERY,11,10
41.910116718,-87.677444645,ROBBERY,5,10
41.885653667,-87.754345511,ROBBERY,6,10
41.722220784,-87.625061083,ROBBERY,4,10
41.902299678,-87.67479167,ROBBERY,6,10
41.748595843,-87.659189012,ROBBERY,5,10
41.910121292,-87.638560993,ROBBERY,15,10
41.851757681,-87.705951446,ROBBERY,14,10
41.851877206,-87.697247573,ROBBERY,18,10
41.844443504,-87.71035724,ROBBERY,15,10
41.844508425,-87.705647926,ROBBERY,19,10
41.802685798,-87.664809681,ROBBERY,19,10
41.993508903,-87.677151967,ROBBERY,18,9
41.997301916,-87.662997364,ROBBERY,2,9
41.983159649,-87.691065488,ROBBERY,18,8
41.953657108,-87.726970547,THEFT,22,5
41.711714647,-87.642954141,ROBBERY,12,10
41.895505083,-87.71174182,ROBBERY,13,10
41.877788135,-87.627667799,ROBBERY,23,10
41.880775433,-87.627029031,THEFT,19,10
41.938912885,-87.667608137,ROBBERY,13,10
41.736262388,-87.62711981,ROBBERY,21,10
41.894848727,-87.765707358,THEFT,18,10
41.793926745,-87.673474547,ROBBERY,22,10
41.902118106,-87.767351091,ROBBERY,21,10
41.658635903,-87.617297524,ROBBERY,15,10
41.884389103,-87.706866213,THEFT,11,10
41.882381731,-87.629412971,THEFT,19,10
41.744449336,-87.552581647,ROBBERY,20,10
41.981794249,-87.704669165,ROBBERY,18,10
41.946124813,-87.712698639,THEFT,15,10
41.984280445,-87.670986659,ROBBERY,16,10
41.865662714,-87.704424107,ROBBERY,8,10
41.741778113,-87.575797328,ROBBERY,12,10
41.891924971,-87.629660784,THEFT,13,10
41.960778173,-87.742731337,THEFT,17,10
41.826142757,-87.606349642,ROBBERY,22,10
41.736854174,-87.555571797,ROBBERY,22,10
41.891662431,-87.628466349,THEFT,23,10
41.876889273,-87.630108488,ROBBERY,23,10
41.780554403,-87.688559598,ROBBERY,3,10
41.790752055,-87.625601621,ROBBERY,17,10
41.94039496,-87.707656215,ROBBERY,10,10
41.911269954,-87.689685222,ROBBERY,6,9
41.707724006,-87.534077677,ROBBERY,17,9
41.970085816,-87.726285236,ROBBERY,8,8
41.834263931,-87.621830953,THEFT,4,10
41.808909467,-87.74930762,ROBBERY,1,10
41.890824988,-87.630183362,THEFT,3,10
41.885368668,-87.664980338,ROBBERY,18,10
41.759707381,-87.61391361,ROBBERY,8,10
41.879505465,-87.626683155,ROBBERY,17,10
41.966064928,-87.73716329,ROBBERY,14,10
41.896943556,-87.624206307,ROBBERY,23,10
41.779070432,-87.696556048,ROBBERY,22,10
41.885741029,-87.631711749,THEFT,13,10
41.885739108,-87.745773311,ROBBERY,21,10
41.750825986,-87.600321441,ROBBERY,22,10
41.87190846,-87.701891882,ROBBERY,22,10
41.769324352,-87.571492316,ROBBERY,21,10
41.882381731,-87.629412971,THEFT,22,10
41.866832248,-87.639235498,ROBBERY,19,10
41.873807522,-87.69445629,ROBBERY,5,10
41.759402215,-87.644268517,ROBBERY,19,10
41.741974132,-87.568517922,ROBBERY,18,10
41.933013785,-87.713873173,ROBBERY,14,10
41.901073698,-87.63136393,THEFT,18,10
41.99451901,-87.663416506,ROBBERY,1,10
41.87766908,-87.629284766,THEFT,14,10
41.881042836,-87.699675786,ROBBERY,14,10
41.935522153,-87.717983581,ROBBERY,14,10
41.885879253,-87.630979425,THEFT,14,10
41.903931469,-87.629290187,THEFT,4,10
41.80552286,-87.590565419,ROBBERY,14,10
41.868922509,-87.657962977,ROBBERY,14,10
41.886491131,-87.743651082,ROBBERY,11,10
41.794172544,-87.70357593,ROBBERY,13,10
41.741950206,-87.721671014,ROBBERY,13,10
41.883209435,-87.764962093,ROBBERY,10,10
41.816016056,-87.616776114,ROBBERY,10,10
41.924943337,-87.72678318,ROBBERY,3,10
41.721623049,-87.624701342,ROBBERY,5,10
41.744595581,-87.652367519,ROBBERY,7,10
41.791909085,-87.653601485,ROBBERY,22,10
41.939680604,-87.669864264,THEFT,19,10
41.878612938,-87.713528576,ROBBERY,20,10
41.884389103,-87.706866213,ROBBERY,17,10
41.873461764,-87.705908135,ROBBERY,9,10
41.779975054,-87.630937377,THEFT,2,10
41.881663579,-87.62776103,ROBBERY,18,10
41.884856029,-87.749112241,ROBBERY,19,10
41.779975054,-87.630937377,THEFT,23,10
41.734533187,-87.590515599,ROBBERY,21,10
41.941185738,-87.640807804,ROBBERY,13,10
41.884389103,-87.706866213,THEFT,12,10
41.780509717,-87.642627358,ROBBERY,18,10
41.750560005,-87.682860733,ROBBERY,18,10
41.924230143,-87.746915859,ROBBERY,17,10
41.87828717,-87.714185338,ROBBERY,14,10
41.929743818,-87.684273777,ROBBERY,18,10
41.890013771,-87.631705393,ROBBERY,1,10
41.874396929,-87.640398383,ROBBERY,18,10
41.880518571,-87.743441605,ROBBERY,13,10
41.802111489,-87.606401292,THEFT,11,10
41.940794777,-87.649291573,ROBBERY,3,10
41.964684997,-87.65701872,THEFT,2,10
41.894077014,-87.677987085,ROBBERY,0,10
41.885741029,-87.631711749,THEFT,14,10
41.865287459,-87.694607204,ROBBERY,17,10
41.885573978,-87.652745422,ROBBERY,19,10
41.882096318,-87.685358459,ROBBERY,3,10
41.876115823,-87.676525621,ROBBERY,8,9
41.940949316,-87.669542364,ROBBERY,12,6
41.758772251,-87.585229528,ROBBERY,15,10
41.880600004,-87.736364671,ROBBERY,2,10
41.794530106,-87.632179351,ROBBERY,6,10
41.768218167,-87.640827399,THEFT,0,10
41.869353897,-87.74537633,ROBBERY,1,10
41.803859622,-87.62041793,ROBBERY,5,10
41.958421302,-87.655382698,ROBBERY,4,10
41.902952822,-87.718344161,ROBBERY,0,10
41.972364558,-87.656304974,THEFT,5,10
41.909097844,-87.789159336,ROBBERY,18,10
41.773408113,-87.579853771,ROBBERY,11,10
41.805263702,-87.618051298,ROBBERY,4,10
41.753274445,-87.652598299,ROBBERY,13,10
41.868658333,-87.774247586,ROBBERY,23,10
41.739872064,-87.566058619,ROBBERY,23,10
42.010197673,-87.674515162,ROBBERY,22,10
41.699555312,-87.613559145,ROBBERY,0,10
41.914836524,-87.713457452,ROBBERY,2,9
41.953600051,-87.732298063,ROBBERY,9,10
41.882600793,-87.639707502,ROBBERY,12,10
41.707224621,-87.619545585,THEFT,7,10
41.654646384,-87.616979447,ROBBERY,5,10
41.904370109,-87.631460067,ROBBERY,5,10
41.875250729,-87.726797963,ROBBERY,4,10
41.780351628,-87.701954973,ROBBERY,3,10
41.75710163,-87.65148399,ROBBERY,10,10
41.722768379,-87.624410361,THEFT,7,10
41.85514757,-87.627138557,THEFT,14,10
41.876314996,-87.649527968,ROBBERY,11,10
41.878645771,-87.72067032,ROBBERY,15,10
41.882381731,-87.629412971,THEFT,16,10
41.870773876,-87.720925402,ROBBERY,21,10
41.886903012,-87.660803426,ROBBERY,13,10
41.911022492,-87.677475785,ROBBERY,20,10
41.844162699,-87.695199039,ROBBERY,18,10
41.760177062,-87.673413578,ROBBERY,18,10
41.895342736,-87.654011732,ROBBERY,17,10
41.820528474,-87.68724157,ROBBERY,15,10
41.770020864,-87.6913338,ROBBERY,14,10
41.88173649,-87.751406401,ROBBERY,4,10
41.942277884,-87.684488508,ROBBERY,14,10
41.735423863,-87.656974593,ROBBERY,13,10
41.896010197,-87.63716028,THEFT,4,10
41.974885467,-87.690990494,ROBBERY,4,10
41.913152074,-87.648345006,ROBBERY,2,10
41.926637509,-87.687708092,ROBBERY,4,10
41.726582941,-87.636065444,ROBBERY,1,10
41.894140147,-87.775108917,ROBBERY,1,10
41.891133566,-87.624134682,THEFT,17,8
41.758526554,-87.60855003,THEFT,1,10
41.765558228,-87.622733535,ROBBERY,16,10
41.779038717,-87.69875982,ROBBERY,19,10
41.870364073,-87.744897116,ROBBERY,11,10
41.785519673,-87.738567526,ROBBERY,13,10
41.806685113,-87.610142188,ROBBERY,0,10
41.692378887,-87.621046145,THEFT,13,10
41.88206533,-87.627492211,THEFT,16,10
41.88072913,-87.628872947,THEFT,12,10
41.867506912,-87.620794269,THEFT,11,10
41.885191719,-87.624486846,THEFT,16,10
41.873169309,-87.623617329,ROBBERY,14,10
41.821991397,-87.623577423,ROBBERY,23,10
41.88529876,-87.624489335,THEFT,18,10
41.759668598,-87.587180003,ROBBERY,10,10
41.883087088,-87.771889077,ROBBERY,10,10
41.874109869,-87.703485785,ROBBERY,10,10
41.879630056,-87.736656448,ROBBERY,8,10
41.766398596,-87.637177705,ROBBERY,10,10
41.755642812,-87.642945357,ROBBERY,9,10
41.756264866,-87.584525645,ROBBERY,3,10
41.782595471,-87.639000785,ROBBERY,7,10
41.770608792,-87.620247348,ROBBERY,12,10
41.849759239,-87.68557113,THEFT,18,10
41.779806409,-87.641131698,THEFT,13,10
41.768178792,-87.677132909,ROBBERY,18,10
41.883500187,-87.627876698,THEFT,17,10
41.879424897,-87.630099048,THEFT,18,10
41.885741029,-87.631711749,THEFT,14,10
41.919005793,-87.707027454,ROBBERY,2,10
41.931096016,-87.778917538,ROBBERY,22,10
41.91504769,-87.785192203,ROBBERY,1,10
41.808543299,-87.743170702,ROBBERY,20,9
41.902582485,-87.731840051,ROBBERY,21,3
41.807887928,-87.722790148,ROBBERY,12,10
41.882381731,-87.629412971,THEFT,13,10
41.966053999,-87.657890403,ROBBERY,12,10
41.894945957,-87.75494476,ROBBERY,2,10
41.878854041,-87.72681897,ROBBERY,7,10
41.751476233,-87.56501525,THEFT,7,10
41.899937434,-87.722556906,ROBBERY,3,10
41.94544479,-87.648591244,ROBBERY,4,10
41.737640622,-87.661073291,ROBBERY,2,10
41.860498708,-87.62399607,ROBBERY,1,10
41.867608045,-87.698376638,ROBBERY,23,10
41.895361374,-87.726431415,ROBBERY,22,10
41.726572419,-87.575459455,ROBBERY,20,10
41.778535249,-87.733253611,ROBBERY,21,10
41.867428687,-87.626342565,ROBBERY,21,10
41.793531516,-87.675858578,ROBBERY,21,10
41.77935338,-87.615604225,ROBBERY,17,10
41.970433391,-87.763029002,ROBBERY,12,7
41.87761328,-87.667315729,ROBBERY,7,10
41.894929671,-87.625157838,ROBBERY,19,10
41.851810313,-87.702034535,ROBBERY,15,10
41.869291069,-87.664670547,ROBBERY,4,10
41.782619329,-87.664295858,ROBBERY,22,9
41.881183104,-87.68498211,ROBBERY,7,9
41.940425566,-87.764722587,ROBBERY,20,8
41.958987803,-87.738788148,ROBBERY,23,8
41.939566852,-87.724623088,ROBBERY,8,8
41.994089709,-87.690072734,ROBBERY,17,8
41.772514707,-87.642023941,ROBBERY,4,10
41.892454503,-87.629195872,ROBBERY,11,10
41.816600579,-87.618978009,THEFT,20,10
41.801026089,-87.69186428,ROBBERY,19,10
41.885741029,-87.631711749,THEFT,16,10
41.99456734,-87.659016317,ROBBERY,10,10
41.875292483,-87.705963666,ROBBERY,14,10
41.891412551,-87.647934597,THEFT,17,10
41.878796732,-87.731574779,ROBBERY,15,10
41.925406329,-87.651789407,ROBBERY,14,10
41.779017533,-87.649627702,THEFT,16,10
41.724927226,-87.623815165,ROBBERY,14,10
41.925400604,-87.652212057,ROBBERY,15,10
41.677133516,-87.637071669,ROBBERY,13,10
41.995178522,-87.713399454,THEFT,17,10
41.76015985,-87.653980634,THEFT,18,10
41.930783858,-87.70248755,ROBBERY,20,10
41.866988841,-87.657205006,THEFT,15,10
41.771572246,-87.644570857,ROBBERY,11,10
41.762876939,-87.642970445,ROBBERY,7,10
41.942351064,-87.649344776,ROBBERY,0,10
41.88336939,-87.633860272,THEFT,1,10
41.946076436,-87.655609079,ROBBERY,1,10
41.822202746,-87.616952948,ROBBERY,15,10
42.018498254,-87.672983233,THEFT,4,10
41.855918257,-87.669864428,ROBBERY,19,10
41.854100232,-87.669160108,ROBBERY,18,10
41.857620907,-87.668650147,ROBBERY,18,10
41.90352381,-87.66674162,THEFT,8,10
41.728592358,-87.59614881,ROBBERY,14,10
41.875709834,-87.758433911,ROBBERY,20,10
41.87248616,-87.669061591,ROBBERY,20,10
41.909001842,-87.796750131,ROBBERY,15,10
41.756623356,-87.55303151,ROBBERY,6,10
41.889208012,-87.631427747,THEFT,3,10
41.868972961,-87.656743524,ROBBERY,14,10
41.97569516,-87.66836525,THEFT,11,10
41.77488746,-87.625178489,ROBBERY,16,10
41.768413526,-87.623376516,ROBBERY,16,10
41.868589474,-87.624112232,ROBBERY,19,10
41.866384831,-87.63921831,ROBBERY,16,10
41.928822325,-87.687781609,ROBBERY,16,9
41.95896985,-87.656262948,ROBBERY,20,8
41.66542444,-87.621559247,ROBBERY,6,10
41.812224211,-87.609889137,ROBBERY,4,10
41.93991842,-87.653288878,ROBBERY,2,10
41.752948343,-87.703693199,ROBBERY,12,10
41.769248838,-87.683368463,ROBBERY,12,10
41.76220193,-87.563113279,ROBBERY,18,10
41.885741529,-87.631344503,THEFT,20,10
41.948516018,-87.775450849,ROBBERY,22,10
41.877172431,-87.761714523,ROBBERY,22,10
41.871642455,-87.724283978,ROBBERY,20,10
41.887601549,-87.699669736,ROBBERY,16,10
41.812510863,-87.634921534,ROBBERY,16,10
41.85384608,-87.715063469,ROBBERY,18,10
41.898926587,-87.731731107,ROBBERY,15,10
41.779836792,-87.591477863,ROBBERY,17,10
41.882114362,-87.632361012,THEFT,16,10
41.895140898,-87.624255632,THEFT,14,10
41.721689256,-87.626539467,ROBBERY,14,10
41.914080906,-87.735005674,ROBBERY,19,10
41.925006976,-87.761100326,ROBBERY,1,10
41.765962191,-87.689398519,ROBBERY,18,9
41.951341759,-87.766323976,ROBBERY,1,9
41.700779289,-87.646289902,ROBBERY,17,8
41.944491342,-87.766708147,ROBBERY,23,10
41.878776511,-87.766433465,ROBBERY,19,10
41.746185882,-87.663333064,ROBBERY,18,10
41.704997018,-87.616146156,ROBBERY,22,10
41.940318272,-87.644408194,ROBBERY,23,10
41.882429735,-87.627844406,ROBBERY,15,10
41.866644572,-87.666379591,ROBBERY,23,10
41.692542331,-87.626627974,ROBBERY,21,10
41.871399151,-87.722909439,ROBBERY,21,10
41.912819747,-87.642800874,ROBBERY,19,10
41.772807358,-87.692009879,ROBBERY,19,10
41.728592358,-87.59614881,ROBBERY,19,10
41.88575899,-87.624359385,THEFT,18,10
41.979142181,-87.65994406,ROBBERY,12,10
41.894907524,-87.758768643,THEFT,12,10
41.903906616,-87.63105739,ROBBERY,3,10
41.748008156,-87.572961023,ROBBERY,1,10
41.992259008,-87.710415066,ROBBERY,1,10
41.78604793,-87.68748521,ROBBERY,17,10
41.855034296,-87.667439919,ROBBERY,1,10
41.808523066,-87.612648765,ROBBERY,0,10
41.920988402,-87.648606596,ROBBERY,1,10
41.804878041,-87.668517036,ROBBERY,1,10
41.924158759,-87.699399996,THEFT,0,10
41.936482302,-87.645397714,THEFT,2,10
41.852868298,-87.63091491,THEFT,19,10
41.90316534,-87.629210442,THEFT,0,10
41.764748911,-87.644401916,ROBBERY,19,10
41.719101741,-87.532867142,ROBBERY,21,10
41.776832515,-87.683577859,ROBBERY,21,10
41.777842582,-87.59930628,ROBBERY,19,10
41.890588043,-87.721055703,ROBBERY,17,10
41.898767916,-87.624116333,THEFT,14,10
41.90316534,-87.629210442,THEFT,2,10
41.860094531,-87.707925692,ROBBERY,18,10
41.849915823,-87.690484169,ROBBERY,18,10
41.769683737,-87.615363775,THEFT,18,10
41.810143029,-87.611471491,ROBBERY,16,10
41.851988885,-87.689219118,ROBBERY,12,10
41.946692998,-87.696684527,ROBBERY,10,10
41.747771478,-87.685234189,ROBBERY,7,10
41.688970863,-87.622002701,ROBBERY,6,10
41.894674537,-87.711411964,ROBBERY,4,10
41.880486692,-87.647761272,ROBBERY,9,10
41.858190673,-87.643803701,ROBBERY,23,10
41.896834771,-87.634212887,ROBBERY,10,10
41.947397673,-87.643839399,ROBBERY,0,10
41.878257848,-87.62551085,THEFT,16,10
41.757916791,-87.604129437,ROBBERY,12,10
41.852487445,-87.715021495,ROBBERY,13,10
41.924142132,-87.699370763,THEFT,0,10
41.90316534,-87.629210442,ROBBERY,6,10
41.873807522,-87.69445629,THEFT,3,10
41.947430974,-87.706620643,ROBBERY,3,10
41.839868879,-87.707341006,ROBBERY,0,10
41.992656496,-87.665908025,ROBBERY,3,10
41.90352381,-87.66674162,THEFT,9,10
41.769185486,-87.625732415,THEFT,21,10
41.90331846,-87.669190255,THEFT,0,10
41.725517831,-87.586659463,ROBBERY,0,10
41.895140898,-87.624255632,THEFT,12,10
41.90316534,-87.629210442,THEFT,2,10
41.774945985,-87.586321063,THEFT,11,10
41.939177413,-87.643159786,ROBBERY,23,10
41.885741029,-87.631711749,THEFT,19,10
41.868165405,-87.62743954,THEFT,23,10
41.902922668,-87.697193006,ROBBERY,14,10
41.882529537,-87.626223856,THEFT,14,10
41.895140898,-87.624255632,THEFT,15,10
41.910510999,-87.675849838,ROBBERY,21,10
41.860759226,-87.719222185,ROBBERY,20,10
41.723499177,-87.629900725,ROBBERY,21,10
41.728351842,-87.668746124,ROBBERY,19,10
41.885325435,-87.627930066,THEFT,18,10
41.967255606,-87.655502309,ROBBERY,18,10
41.77166383,-87.703572524,ROBBERY,15,10
41.903750913,-87.667099256,ROBBERY,15,10
41.946856632,-87.646973435,THEFT,13,10
41.750832464,-87.605224746,ROBBERY,14,10
41.881025006,-87.701420232,ROBBERY,17,10
41.905537597,-87.723950911,ROBBERY,0,10
41.771819552,-87.693511744,ROBBERY,13,10
41.879937179,-87.696253311,ROBBERY,9,10
41.873807522,-87.69445629,ROBBERY,20,10
41.895896023,-87.677913394,ROBBERY,18,10
41.871989949,-87.628627455,ROBBERY,21,9
41.736264617,-87.627929503,ROBBERY,10,9
41.897501637,-87.731075978,ROBBERY,5,7
41.779220641,-87.649632877,ROBBERY,16,10
41.873893306,-87.725426551,ROBBERY,15,10
41.876683313,-87.624283454,THEFT,14,10
41.931364955,-87.678832996,ROBBERY,13,10
41.883765812,-87.63091811,THEFT,12,10
41.891910533,-87.745698392,ROBBERY,4,10
41.754787799,-87.576054836,THEFT,12,10
41.894173733,-87.621401474,THEFT,10,10
41.903996883,-87.643230238,THEFT,12,10
41.707095328,-87.628834415,ROBBERY,0,10
41.721623049,-87.624701342,ROBBERY,9,10
41.998375714,-87.670700712,THEFT,2,10
41.867428687,-87.626342565,ROBBERY,6,10
41.956933921,-87.758487568,ROBBERY,6,10
41.946021295,-87.655565552,THEFT,2,10
41.750005014,-87.673125651,ROBBERY,4,10
41.897168546,-87.628211131,ROBBERY,23,10
41.882381731,-87.629412971,THEFT,21,10
41.912543431,-87.755770535,ROBBERY,4,10
41.738503031,-87.585680998,ROBBERY,2,10
41.854900346,-87.714131981,ROBBERY,19,10
41.885888079,-87.627942238,ROBBERY,1,10
41.81814112,-87.61167516,ROBBERY,0,10
42.002160786,-87.665635788,ROBBERY,11,9
41.882004823,-87.694991568,ROBBERY,6,8
41.823007195,-87.683463441,ROBBERY,3,7
41.903999749,-87.726338593,ROBBERY,15,10
41.890829171,-87.630418369,ROBBERY,22,10
41.879281415,-87.762547644,ROBBERY,17,10
41.880002373,-87.641134667,ROBBERY,19,10
41.835911418,-87.634047017,ROBBERY,17,10
41.853853811,-87.717012479,ROBBERY,16,10
41.852374916,-87.715018909,ROBBERY,16,10
41.847283526,-87.714873416,ROBBERY,15,10
41.885347387,-87.627929824,THEFT,12,10
41.866639503,-87.744777076,ROBBERY,1,10
41.747620598,-87.555243974,ROBBERY,1,10
41.891412551,-87.647934597,THEFT,14,10
41.88233367,-87.627841791,THEFT,13,10
41.885741029,-87.631711749,THEFT,13,10
41.819684281,-87.645820145,ROBBERY,9,10
41.88416317,-87.672433029,ROBBERY,9,10
41.756550472,-87.592600053,ROBBERY,9,10
41.77909445,-87.69494996,ROBBERY,11,10
41.878944809,-87.737870921,ROBBERY,6,10
41.877821447,-87.738744261,THEFT,6,10
41.873787154,-87.697213964,ROBBERY,4,10
41.885426371,-87.630966024,THEFT,22,10
41.72169846,-87.625359863,ROBBERY,20,10
41.907153315,-87.639680572,ROBBERY,23,10
41.828439817,-87.621704653,ROBBERY,20,10
41.895399414,-87.722736046,ROBBERY,22,10
41.885481891,-87.627935689,THEFT,18,5
41.885055833,-87.630955393,THEFT,15,9
41.779188553,-87.68286114,ROBBERY,10,10
